Time,Date,Day of the week,CarCount,BikeCount,BusCount,TruckCount,Total,Traffic Situation,Hour,Minute,Time of Day,Weekend,Total Vehicle Count,Car_Bus_Count,Car_Truck_Count,Bus_Truck_Count,min_speed,max_speed,bias_factor,adjusted_min_speed,adjusted_max_speed,lower_bound,Probabilistic Speed,Speed_Lag_1,Speed_Lag_2,Speed_Lag_3,Speed_Rolling_Mean,Speed_Rolling_STD
2025-08-07 06:45:00,10,5,128,18,14,6,166,normal,6,45,6.75,1,166,1792,768,84,60,80,0.3,60,75,70.5,73.13704938943113,73.8744790695519,73.8689327007327,73.5062498879464,73.62682038657191,0.4241631912147328
2025-08-07 07:00:00,10,5,110,19,12,14,155,normal,7,0,7.0,1,155,1320,1540,168,60,80,0.7,60,75,64.5,65.57958228351544,73.13704938943113,73.8744790695519,73.8689327007327,70.86370358083282,4.591013400857413
2025-08-07 07:15:00,10,5,122,13,10,5,150,normal,7,15,7.25,1,150,1220,610,50,60,80,0.7,60,75,64.5,73.95348914335865,65.57958228351544,73.13704938943113,73.8744790695519,70.89004027210173,4.617073370042173
2025-08-07 07:30:00,10,5,92,14,16,12,134,normal,7,30,7.5,1,134,1472,1104,192,60,80,0.7,60,75,64.5,65.49590618695858,73.95348914335865,65.57958228351544,73.13704938943113,68.34299253794421,4.859012712661691
2025-08-07 07:45:00,10,5,143,30,17,12,202,heavy,7,45,7.75,1,202,2431,1716,204,20,30,0.7,20,25,21.5,24.349736604861135,65.49590618695858,73.95348914335865,65.57958228351544,54.59971064505945,26.53635947978922
2025-08-07 08:00:00,10,5,134,18,21,11,184,heavy,8,0,8.0,1,184,2814,1474,231,20,30,0.7,20,25,21.5,22.972404692487697,24.349736604861135,65.49590618695858,73.95348914335865,37.60601582810247,24.163169265867587
2025-08-07 08:15:00,10,5,134,30,15,14,193,heavy,8,15,8.25,1,193,2010,1876,210,20,30,0.7,20,25,21.5,22.539159405749622,22.972404692487697,24.349736604861135,65.49590618695858,23.28710023436615,0.9454218167246766
2025-08-07 08:30:00,10,5,119,13,14,13,159,normal,8,30,8.5,1,159,1666,1547,182,60,80,0.7,60,75,64.5,72.43600121013066,22.539159405749622,22.972404692487697,24.349736604861135,39.31585510278932,28.683705897222286
2025-08-07 08:45:00,10,5,139,12,22,13,186,heavy,8,45,8.75,1,186,3058,1807,286,20,30,0.7,20,25,21.5,22.221868450769993,72.43600121013066,22.539159405749622,22.972404692487697,39.06567635555009,28.89998449935056
2025-08-07 09:00:00,10,5,73,9,14,17,113,normal,9,0,9.0,1,113,1022,1241,238,60,80,0.7,60,75,64.5,72.38495254381334,22.221868450769993,72.43600121013066,22.539159405749622,55.68094073490466,28.976417826877658
2025-08-07 09:15:00,10,5,33,12,9,6,60,low,9,15,9.25,1,60,297,198,54,80,100,0.3,80,95,90.5,91.44002559036126,72.38495254381334,22.221868450769993,72.43600121013066,62.01561552831487,35.75514902858086
2025-08-07 09:30:00,10,5,69,9,26,9,113,high,9,30,9.5,1,113,1794,621,234,30,60,0.3,30,55,47.5,52.61608454450221,91.44002559036126,72.38495254381334,22.221868450769993,72.14702089289227,19.413064111210467
2025-08-07 09:45:00,10,5,69,12,10,5,96,low,9,45,9.75,1,96,690,345,50,80,100,0.3,80,95,90.5,91.47214962422913,52.61608454450221,91.44002559036126,72.38495254381334,78.50941991969754,22.424291976061255
2025-08-07 10:00:00,10,5,55,11,9,17,92,low,10,0,10.0,1,92,495,935,153,80,100,0.3,80,95,90.5,91.49183905060319,91.47214962422913,52.61608454450221,91.44002559036126,78.52669107311151,22.4392456408117
2025-08-07 10:15:00,10,5,32,7,27,12,78,normal,10,15,10.25,1,78,864,384,324,60,80,0.3,60,75,70.5,74.52428736786726,91.49183905060319,91.47214962422913,52.61608454450221,85.82942534756653,9.790541633301403
2025-08-07 10:30:00,10,5,53,13,7,5,78,low,10,30,10.5,1,78,371,265,35,80,100,0.3,80,95,90.5,93.27053868218213,74.52428736786726,91.49183905060319,91.47214962422913,86.42888836688421,10.347975009836093
2025-08-07 10:45:00,10,5,34,10,9,35,88,normal,10,45,10.75,1,88,306,1190,315,60,80,0.3,60,75,70.5,73.82104297981766,93.27053868218213,74.52428736786726,91.49183905060319,80.53862300995569,11.031767568293212
2025-08-07 11:00:00,10,5,32,10,10,26,78,normal,11,0,11.0,1,78,320,832,260,60,80,0.3,60,75,70.5,72.68221793799205,73.82104297981766,93.27053868218213,74.52428736786726,79.92459986666394,11.571939887920239
2025-08-07 11:15:00,10,5,47,10,5,25,87,normal,11,15,11.25,1,87,235,1175,125,60,80,0.3,60,75,70.5,74.75509118992038,72.68221793799205,73.82104297981766,93.27053868218213,73.75278403591004,1.0381210633680145
2025-08-07 11:30:00,10,5,28,0,5,29,62,normal,11,30,11.5,1,62,140,812,145,60,80,0.3,60,75,70.5,70.64097988663109,74.75509118992038,72.68221793799205,73.82104297981766,72.69276300484783,2.057075922952341
2025-08-07 11:45:00,10,5,35,7,13,34,89,normal,11,45,11.75,1,89,455,1190,442,60,80,0.3,60,75,70.5,72.71019138145027,70.64097988663109,74.75509118992038,72.68221793799205,72.70208748600058,2.0570676237802865
2025-08-07 12:00:00,10,5,38,10,8,31,87,normal,12,0,12.0,1,87,304,1178,248,60,80,0.3,60,75,70.5,71.02601399527242,72.71019138145027,70.64097988663109,74.75509118992038,71.45906175445127,1.1004802696418823
2025-08-07 12:15:00,10,5,32,3,12,35,82,normal,12,15,12.25,1,82,384,1120,420,60,80,0.3,60,75,70.5,73.37934213684507,71.02601399527242,72.71019138145027,70.64097988663109,72.37184917118925,1.2125984182380705
2025-08-07 12:30:00,10,5,54,5,12,29,100,normal,12,30,12.5,1,100,648,1566,348,60,80,0.3,60,75,70.5,70.95270505939087,73.37934213684507,71.02601399527242,72.71019138145027,71.78602039716945,1.3803438610045655
2025-08-07 12:45:00,10,5,52,2,12,29,95,normal,12,45,12.75,1,95,624,1508,348,60,80,0.3,60,75,70.5,72.17518944273954,70.95270505939087,73.37934213684507,71.02601399527242,72.1690788796585,1.213330079020351
2025-08-07 13:00:00,10,5,68,19,18,30,135,normal,13,0,13.0,1,135,1224,2040,540,60,80,0.3,60,75,70.5,71.74871567474014,72.17518944273954,70.95270505939087,73.37934213684507,71.62553672562352,0.6204811093117254
2025-08-07 13:15:00,10,5,73,15,3,17,108,low,13,15,13.25,1,108,219,1241,51,80,100,0.3,80,95,90.5,93.75068245218276,71.74871567474014,72.17518944273954,70.95270505939087,79.2248625232208,12.581536210859563
2025-08-07 13:30:00,10,5,21,18,18,23,80,normal,13,30,13.5,1,80,378,483,414,60,80,0.3,60,75,70.5,73.96072807671669,93.75068245218276,71.74871567474014,72.17518944273954,79.82004206787985,12.114879522892668
2025-08-07 13:45:00,10,5,63,11,16,11,101,normal,13,45,13.75,1,101,1008,693,176,60,80,0.3,60,75,70.5,70.76293189609007,73.96072807671669,93.75068245218276,71.74871567474014,79.4914474749965,12.451940077922313
2025-08-07 14:00:00,10,5,7,17,20,18,62,normal,14,0,14.0,1,62,140,126,360,60,80,0.3,60,75,70.5,72.76044322878673,70.76293189609007,73.96072807671669,93.75068245218276,72.49470106719782,1.6153758929558488
2025-08-07 14:15:00,10,5,76,15,32,17,140,high,14,15,14.25,1,140,2432,1292,544,30,60,0.3,30,55,47.5,50.72960721059375,72.76044322878673,70.76293189609007,73.96072807671669,64.75099411182352,12.183882010941591
2025-08-07 14:30:00,10,5,59,14,18,28,119,normal,14,30,14.5,1,119,1062,1652,504,60,80,0.3,60,75,70.5,73.07393050764058,50.72960721059375,72.76044322878673,70.76293189609007,65.52132698234034,12.810964012240081
2025-08-07 14:45:00,10,5,90,9,3,14,116,normal,14,45,14.75,1,116,270,1260,42,60,80,0.3,60,75,70.5,70.50236099370248,73.07393050764058,50.72960721059375,72.76044322878673,64.76863290397894,12.225952897664095
2025-08-07 15:00:00,10,5,5,13,4,20,42,normal,15,0,15.0,1,42,20,100,80,60,80,0.3,60,80,74.0,78.17829165382544,70.50236099370248,73.07393050764058,50.72960721059375,73.91819438505617,3.9069891215342043
2025-08-07 15:15:00,10,5,33,18,22,23,96,normal,15,15,15.25,1,96,726,759,506,60,80,0.3,60,75,70.5,72.86911838632044,78.17829165382544,70.50236099370248,73.07393050764058,73.84992367794945,3.9308347891790887
2025-08-07 15:30:00,10,5,39,19,13,23,94,normal,15,30,15.5,1,94,507,897,299,60,80,0.3,60,75,70.5,72.57486229912747,72.86911838632044,78.17829165382544,70.50236099370248,74.54075744642444,3.153630922242325
2025-08-07 15:45:00,10,5,150,21,10,14,195,heavy,15,45,15.75,1,195,1500,2100,140,20,30,0.3,20,25,23.5,24.605001812456674,72.57486229912747,72.86911838632044,78.17829165382544,56.68299416596819,27.780745881548413
2025-08-07 16:00:00,10,5,126,27,40,19,212,heavy,16,0,16.0,1,212,5040,2394,760,20,30,0.3,20,25,23.5,24.428117360299048,24.605001812456674,72.57486229912747,72.86911838632044,40.53599382396106,27.746614962984395
2025-08-07 16:15:00,10,5,144,7,35,17,203,heavy,16,15,16.25,1,203,5040,2448,595,20,30,0.3,20,25,23.5,23.612573912444894,24.428117360299048,24.605001812456674,72.57486229912747,24.2152310284002,0.5293568993666289
2025-08-07 16:30:00,10,5,145,13,12,18,188,heavy,16,30,16.5,1,188,1740,2610,216,20,30,0.3,20,25,23.5,23.703268795418747,23.612573912444894,24.428117360299048,24.605001812456674,23.91465335605422,0.4469791417787958
2025-08-07 16:45:00,10,5,121,29,27,15,192,heavy,16,45,16.75,1,192,3267,1815,405,20,30,0.3,20,25,23.5,23.775606406871148,23.703268795418747,23.612573912444894,24.428117360299048,23.697149704911595,0.08168831621301328
2025-08-07 17:00:00,10,5,150,21,37,19,227,heavy,17,0,17.0,1,227,5550,2850,703,20,30,0.7,20,25,21.5,22.82291242416764,23.775606406871148,23.703268795418747,23.612573912444894,23.433929208819176,0.5303907199853564
2025-08-07 17:15:00,10,5,122,8,10,11,151,normal,17,15,17.25,1,151,1220,1342,110,60,80,0.7,60,75,64.5,72.07738807609974,22.82291242416764,23.775606406871148,23.703268795418747,39.55863563571284,28.166094007965373
2025-08-07 17:30:00,10,5,129,20,35,18,202,heavy,17,30,17.5,1,202,4515,2322,630,20,30,0.7,20,25,21.5,23.25154382739317,72.07738807609974,22.82291242416764,23.775606406871148,39.38394810922018,28.314160659834545
2025-08-07 17:45:00,10,5,114,7,39,19,179,heavy,17,45,17.75,1,179,4446,2166,741,20,30,0.7,20,25,21.5,24.313824443876637,23.25154382739317,72.07738807609974,22.82291242416764,39.88091878245651,27.88801868651516
2025-08-07 18:00:00,10,5,109,10,26,17,162,high,18,0,18.0,1,162,2834,1853,442,30,60,0.7,30,55,37.5,45.12067758194178,24.313824443876637,23.25154382739317,72.07738807609974,30.895348617737188,12.330940683172267
2025-08-07 18:15:00,10,5,101,22,24,18,165,normal,18,15,18.25,1,165,2424,1818,432,60,80,0.7,60,75,64.5,68.24234072423884,45.12067758194178,24.313824443876637,23.25154382739317,45.89228091668574,21.97442068469952
2025-08-07 18:30:00,10,5,91,13,8,12,124,normal,18,30,18.5,1,124,728,1092,96,60,80,0.7,60,75,64.5,72.59766540026502,68.24234072423884,45.12067758194178,24.313824443876637,61.98689456881521,14.768011709252644
2025-08-07 18:45:00,10,5,90,17,10,11,128,normal,18,45,18.75,1,128,900,990,110,60,80,0.7,60,75,64.5,64.93901220970518,72.59766540026502,68.24234072423884,45.12067758194178,68.593006111403,3.8413496109615073
2025-08-07 19:00:00,10,5,107,2,15,35,159,high,19,0,19.0,1,159,1605,3745,525,30,60,0.7,30,55,37.5,54.53187004494433,64.93901220970518,72.59766540026502,68.24234072423884,64.02284921830484,9.067676462313253
2025-08-07 19:15:00,10,5,66,7,5,22,100,normal,19,15,19.25,1,100,330,1452,110,60,80,0.3,60,75,70.5,71.80346411953694,54.53187004494433,64.93901220970518,72.59766540026502,63.75811545806215,8.69614157675149
2025-08-07 19:30:00,10,5,98,5,7,30,140,normal,19,30,19.5,1,140,686,2940,210,60,80,0.3,60,75,70.5,71.05372807040358,71.80346411953694,54.53187004494433,64.93901220970518,65.79635407829494,9.762529202980671
2025-08-07 19:45:00,10,5,91,10,17,28,146,normal,19,45,19.75,1,146,1547,2548,476,60,80,0.3,60,75,70.5,72.88771414724756,71.05372807040358,71.80346411953694,54.53187004494433,71.91496877906269,0.9220635549333468
2025-08-07 20:00:00,10,5,82,4,9,20,115,normal,20,0,20.0,1,115,738,1640,180,60,80,0.3,60,75,70.5,74.62636001290402,72.88771414724756,71.05372807040358,71.80346411953694,72.85593407685171,1.7865279815327273
2025-08-07 20:15:00,10,5,65,10,19,18,112,normal,20,15,20.25,1,112,1235,1170,342,60,80,0.3,60,75,70.5,74.1137166345663,74.62636001290402,72.88771414724756,71.05372807040358,73.87593026490596,0.8933807305613597
2025-08-07 20:30:00,10,5,54,3,20,15,92,normal,20,30,20.5,1,92,1080,810,300,60,80,0.3,60,75,70.5,72.10018861363011,74.1137166345663,74.62636001290402,72.88771414724756,73.61342175370014,1.3353301878161463
2025-08-07 20:45:00,10,5,78,6,16,35,135,high,20,45,20.75,1,135,1248,2730,560,30,60,0.3,30,55,47.5,49.50339596626873,72.10018861363011,74.1137166345663,74.62636001290402,65.23910040482171,13.664657676132805
2025-08-07 21:00:00,10,5,70,20,10,33,133,high,21,0,21.0,1,133,700,2310,330,30,60,0.3,30,55,47.5,51.614460195700524,49.50339596626873,72.10018861363011,74.1137166345663,57.73934825853311,12.481564398088564
2025-08-07 21:15:00,10,5,90,9,11,11,121,normal,21,15,21.25,1,121,990,990,121,60,80,0.3,60,75,70.5,72.01986964696124,51.614460195700524,49.50339596626873,72.10018861363011,57.71257526964349,12.43535895519772
2025-08-07 21:30:00,10,5,96,0,19,23,138,normal,21,30,21.5,1,138,1824,2208,437,60,80,0.3,60,75,70.5,71.9054558865939,72.01986964696124,51.614460195700524,49.50339596626873,65.17992857641855,11.748179515071048
2025-08-07 21:45:00,10,5,14,1,0,27,42,normal,21,45,21.75,1,42,0,378,0,60,80,0.3,60,80,74.0,76.04223814451416,71.9054558865939,72.01986964696124,51.614460195700524,73.32252122602308,2.356038563921408
2025-08-07 22:00:00,10,5,7,1,0,36,44,normal,22,0,22.0,1,44,0,252,0,60,80,0.3,60,80,74.0,76.13559262783156,76.04223814451416,71.9054558865939,72.01986964696124,74.69442888631319,2.415772456122682
2025-08-07 22:15:00,10,5,9,0,2,35,46,normal,22,15,22.25,1,46,18,315,70,60,80,0.3,60,80,74.0,77.06403989099366,76.13559262783156,76.04223814451416,71.9054558865939,76.41395688777978,0.5649200812409592
2025-08-07 22:30:00,10,5,7,0,0,34,41,normal,22,30,22.5,1,41,0,238,0,60,80,0.3,60,80,74.0,77.13410183368565,77.06403989099366,76.13559262783156,76.04223814451416,76.77791145083694,0.5573663711989575
2025-08-07 22:45:00,10,5,11,0,1,33,45,normal,22,45,22.75,1,45,11,363,33,60,80,0.3,60,80,74.0,77.59618634525427,77.13410183368565,77.06403989099366,76.13559262783156,77.26477602331119,0.2891397068391819
2025-08-07 23:00:00,10,5,11,2,2,40,55,normal,23,0,23.0,1,55,22,440,80,60,80,0.3,60,75,70.5,73.09303994790069,77.59618634525427,77.13410183368565,77.06403989099366,75.94110937561352,2.477297947918672
2025-08-07 23:15:00,10,5,11,1,0,31,43,normal,23,15,23.25,1,43,0,341,0,60,80,0.3,60,80,74.0,74.37880531775987,73.09303994790069,77.59618634525427,77.13410183368565,75.02267720363828,2.3195926631776933
2025-08-07 23:30:00,10,5,9,2,1,20,32,normal,23,30,23.5,1,32,9,180,20,60,80,0.3,60,80,74.0,74.52931830163745,74.37880531775987,73.09303994790069,77.59618634525427,74.000387855766,0.7893818524701913
2025-08-07 23:45:00,10,5,8,1,2,31,42,normal,23,45,23.75,1,42,16,248,62,60,80,0.3,60,80,74.0,78.16998787587747,74.52931830163745,74.37880531775987,73.09303994790069,75.69270383175825,2.146710440654342
2025-08-07 00:00:00,11,6,9,1,2,29,41,normal,0,0,0.0,1,41,18,261,58,60,80,0.3,60,80,74.0,77.755618942579,78.16998787587747,74.52931830163745,74.37880531775987,76.81830837336463,1.9931211866240681
2025-08-07 00:15:00,11,6,12,2,1,32,47,normal,0,15,0.25,1,47,12,384,32,60,80,0.3,60,80,74.0,75.61992073191529,77.755618942579,78.16998787587747,74.52931830163745,77.18184251679058,1.368438946307628
2025-08-07 00:30:00,11,6,11,2,1,33,47,normal,0,30,0.5,1,47,11,363,33,60,80,0.3,60,80,74.0,74.74699064741642,75.61992073191529,77.755618942579,78.16998787587747,76.04084344063689,1.54785109091642
2025-08-07 00:45:00,11,6,7,0,0,29,36,normal,0,45,0.75,1,36,0,203,0,60,80,0.3,60,80,74.0,78.61972181877948,74.74699064741642,75.61992073191529,77.755618942579,76.32887773270372,2.03137310781076
2025-08-07 01:00:00,11,6,5,1,2,21,29,normal,1,0,1.0,1,29,10,105,42,60,80,0.3,60,80,74.0,76.81148932100031,78.61972181877948,74.74699064741642,75.61992073191529,76.72606726239873,1.937778206473417
2025-08-07 01:15:00,11,6,13,1,2,20,36,normal,1,15,1.25,1,36,26,260,40,60,80,0.3,60,80,74.0,79.99396576928223,76.81148932100031,78.61972181877948,74.74699064741642,78.47505896968732,1.5961624575517404
2025-08-07 01:30:00,11,6,7,1,0,40,48,normal,1,30,1.5,1,48,0,280,0,60,80,0.3,60,80,74.0,76.85606529818132,79.99396576928223,76.81148932100031,78.61972181877948,77.88717346282128,1.824671784556721
2025-08-07 01:45:00,11,6,13,2,2,30,47,normal,1,45,1.75,1,47,26,390,60,60,80,0.3,60,80,74.0,77.31637784940432,76.85606529818132,79.99396576928223,76.81148932100031,78.05546963895596,1.6944902911113262
2025-08-07 02:00:00,11,6,10,0,2,35,47,normal,2,0,2.0,1,47,20,350,70,60,80,0.3,60,80,74.0,74.51838554009596,77.31637784940432,76.85606529818132,79.99396576928223,76.23027622922719,1.5002997066765547
2025-08-07 02:15:00,11,6,15,2,2,32,51,normal,2,15,2.25,1,51,30,480,64,60,80,0.3,60,75,70.5,73.13845825840244,74.51838554009596,77.31637784940432,76.85606529818132,74.99107388263423,2.1286917881876986
2025-08-07 02:30:00,11,6,8,2,2,26,38,normal,2,30,2.5,1,38,16,208,52,60,80,0.3,60,80,74.0,75.9879264643258,73.13845825840244,74.51838554009596,77.31637784940432,74.54825675427473,1.4249689404401527
2025-08-07 02:45:00,11,6,11,0,0,28,39,normal,2,45,2.75,1,39,0,308,0,60,80,0.3,60,80,74.0,77.83253618330188,75.9879264643258,73.13845825840244,74.51838554009596,75.65297363534337,2.3648968137086435
2025-08-07 03:00:00,11,6,7,0,1,36,44,normal,3,0,3.0,1,44,7,252,36,60,80,0.3,60,80,74.0,79.76658886453907,77.83253618330188,75.9879264643258,73.13845825840244,77.86235050405558,1.88950762210361
2025-08-07 03:15:00,11,6,8,0,1,32,41,normal,3,15,3.25,1,41,8,256,32,60,80,0.3,60,80,74.0,77.01505337280138,79.76658886453907,77.83253618330188,75.9879264643258,78.2047261402141,1.4130219083908593
2025-08-07 03:30:00,11,6,15,1,0,35,51,normal,3,30,3.5,1,51,0,525,0,60,80,0.3,60,75,70.5,74.34388930758959,77.01505337280138,79.76658886453907,77.83253618330188,77.04184384831001,2.711449044038682
2025-08-07 03:45:00,11,6,9,1,0,33,43,normal,3,45,3.75,1,43,0,297,0,60,80,0.3,60,80,74.0,77.68992801197972,74.34388930758959,77.01505337280138,79.76658886453907,76.34962356412355,1.7694890153732865
2025-08-07 04:00:00,11,6,72,7,2,14,95,low,4,0,4.0,1,95,144,1008,28,80,100,0.3,80,95,90.5,93.93780345238292,77.68992801197972,74.34388930758959,77.01505337280138,81.99054025731739,10.481021760398365
2025-08-07 04:15:00,11,6,64,7,7,20,98,normal,4,15,4.25,1,98,448,1280,140,60,80,0.3,60,75,70.5,73.50810650068367,93.93780345238292,77.68992801197972,74.34388930758959,81.71194598834876,10.792386243840793
2025-08-07 04:30:00,11,6,85,8,5,14,112,normal,4,30,4.5,1,112,425,1190,70,60,80,0.3,60,75,70.5,70.75445301099448,73.50810650068367,93.93780345238292,77.68992801197972,79.40012098802035,12.665062592079648
2025-08-07 04:45:00,11,6,73,6,6,15,100,low,4,45,4.75,1,100,438,1095,90,80,100,0.3,80,95,90.5,92.193503949212,70.75445301099448,73.50810650068367,93.93780345238292,78.8186878202967,11.664473059124383
2025-08-07 05:00:00,11,6,57,0,0,15,72,low,5,0,5.0,1,72,0,855,0,80,100,0.3,80,95,90.5,90.69590047962873,92.193503949212,70.75445301099448,73.50810650068367,84.54795247994507,11.968967154185938
2025-08-07 05:15:00,11,6,81,4,4,24,113,normal,5,15,5.25,1,113,324,1944,96,60,80,0.3,60,75,70.5,72.43722750254214,90.69590047962873,92.193503949212,70.75445301099448,85.10887731046095,10.999487973488737
2025-08-07 05:30:00,11,6,54,6,3,18,81,low,5,30,5.5,1,81,162,972,54,80,100,0.3,80,95,90.5,90.661979464628,72.43722750254214,90.69590047962873,92.193503949212,84.59836914893295,10.531871261390364
2025-08-07 05:45:00,11,6,97,22,23,12,154,normal,5,45,5.75,1,154,2231,1164,276,60,80,0.3,60,75,70.5,73.05945604472684,90.661979464628,72.43722750254214,90.69590047962873,78.71955433729899,10.347121847696176
