Iteration,Total_delivery_times_tsp,Total_delivery_times_cluster,Total_delivery_times_optimize,Total_travel_times_tsp,Total_travel_times_cluster,Total_travel_times_optimize,Total_truck_times_tsp,Total_truck_times_cluster,Total_truck_times_optimize,Total_drone_times_cluster,Total_drone_times_optimize
12,6.536179650937834,3.2387619684820903,2.9933485891419718,2.286179650937834,2.6554286351487573,2.4100152558086387,2.286179650937834,1.3000213867250183,1.1600550666010163,1.355407248423739,1.2499601892076224
13,6.6428260028336865,3.2122997503510096,2.9753217654603104,2.3928260028336865,2.628966417017676,2.3919884321269773,2.3928260028336865,1.3118857477647912,1.101199639512851,1.317080669252885,1.2907887926141266
14,6.6955079881533965,3.37102573089259,3.2330043468953504,2.445507988153396,2.7043590642259234,2.566337680228684,2.445507988153396,1.3276854833186453,1.1572488216979393,1.3766735809072779,1.4090888585307448
15,6.668882160206117,3.3357095720876755,2.9823396857009064,2.4188821602061172,2.7523762387543425,2.399006352367573,2.4188821602061172,1.3475817275883462,1.0783255638842828,1.4047945111659965,1.32068078848329
16,6.666538937082656,3.0375215544889134,2.880190380242711,2.4165389370826564,2.5375215544889134,2.380190380242711,2.4165389370826564,1.2229845548483886,1.1030091162919744,1.3145369996405245,1.2771812639507365
17,6.611022909828721,2.7985755581030802,2.7691565235495332,2.3610229098287205,2.3819088914364137,2.3524898568828667,2.3610229098287205,1.2433104919382731,1.0985291141605218,1.1385983994981406,1.253960742722345
18,6.624062870497778,3.167666209546157,3.085636645021739,2.374062870497778,2.584332876212824,2.5023033116884057,2.374062870497778,1.1930400170656068,1.1266500031245403,1.391292859147217,1.3756533085638654
19,6.503498130888768,2.894001499938687,2.7919928680958503,2.253498130888768,2.394001499938687,2.2919928680958503,2.253498130888768,1.1744393411358427,1.0786424506837853,1.2195621588028442,1.213350417412065
20,6.796304588331418,3.306175905647499,3.2530931197187805,2.5463045883314184,2.722842572314166,2.669759786385447,2.5463045883314184,1.2899085018155498,1.0999729698207887,1.4329340704986158,1.5697868165646582
21,6.605551749665993,3.5547869567757764,3.1693588850485632,2.3555517496659926,2.88812029010911,2.5026922183818967,2.3555517496659926,1.435752349545841,1.0508319873230274,1.452367940563269,1.4518602310588693
22,6.631155091127492,2.9250994557424868,2.79668498518164,2.381155091127492,2.4250994557424868,2.29668498518164,2.381155091127492,1.0569009969267817,0.9965956928252906,1.3681984588157052,1.3000892923563494
23,6.532174405245598,2.873008848002847,2.627617342852105,2.282174405245598,2.373008848002847,2.127617342852105,2.282174405245598,1.1711937836402515,0.9902052532575507,1.2018150643625956,1.1374120895945539
24,6.645686211500138,2.9056426521733765,2.6425677511986323,2.3956862115001374,2.48897598550671,2.225901084531966,2.3956862115001374,1.159835926667066,0.9623801000361617,1.3291400588396438,1.263520984495804
25,6.626352286836745,3.2273677665163447,3.043337772184538,2.376352286836745,2.6440344331830117,2.4600044388512043,2.376352286836745,1.276055270319637,1.1204265865966638,1.3679791628633744,1.3395778522545405
26,6.573860300445112,3.3320045585615614,3.082553100779204,2.323860300445112,2.665337891894895,2.4158864341125375,2.323860300445112,1.2332510021034668,1.0679335465652735,1.4320868897914278,1.347952887547264
27,6.576208080612732,3.1196647128461015,2.929145028056552,2.3262080806127314,2.5363313795127684,2.345811694723219,2.3262080806127314,1.203989630952979,1.0271397312261197,1.3323417485597897,1.318671963497099
28,6.5332071336632005,3.323091353024519,3.171330709804266,2.2832071336632,2.6564246863578527,2.5046640431375993,2.2832071336632,1.3036295392290436,1.230540668880569,1.352795147128809,1.2741233742570306
29,6.790727498719386,3.196412840585655,2.9178150530542784,2.5407274987193857,2.696412840585655,2.4178150530542784,2.5407274987193857,1.288551310601585,1.084424562314525,1.4078615299840702,1.3333904907397534
30,6.412926716913455,3.1197629067061428,2.885031327080585,2.162926716913456,2.6197629067061428,2.385031327080585,2.162926716913456,1.2480050597676158,1.0727552278575079,1.371757846938527,1.312276099223077
