Iteration,Total_delivery_times_tsp,Total_delivery_times_cluster,Total_delivery_times_optimize,Total_travel_times_tsp,Total_travel_times_cluster,Total_travel_times_optimize,Total_truck_times_tsp,Total_truck_times_cluster,Total_truck_times_optimize,Total_drone_times_cluster,Total_drone_times_optimize
12,6.842732829102373,3.7925442023247973,3.747651894593221,2.5927328291023732,2.9592108689914642,2.914318561259888,2.5927328291023732,1.4217328025830254,1.2587713523648925,1.5374780664084389,1.6555472088949956
13,6.724204121048436,3.4419569742599156,3.1004402443473102,2.4742041210484356,2.8586236409265826,2.517106911013977,2.4742041210484356,1.3281942171262662,1.093280704065108,1.5304294238003164,1.4238262069488692
14,6.686042397675143,3.113334354639347,3.0144016001290876,2.4360423976751426,2.4466676879726803,2.347734933462421,2.4360423976751426,1.1058030067958609,1.0686571226776556,1.3408646811768195,1.2790778107847653
15,6.657092043856251,3.3141971611617422,3.1743061586157606,2.407092043856251,2.6475304944950757,2.507639491949094,2.407092043856251,1.3064027338655675,1.223433673372526,1.341127760629508,1.2842058185765681
16,6.398330966364751,2.91202686064831,2.655061522202371,2.148330966364752,2.41202686064831,2.155061522202371,2.148330966364752,1.1666925897362181,0.914406701472285,1.245334270912092,1.2406548207300858
17,6.6294386431264325,3.70848211648194,3.4095912341019736,2.379438643126432,2.95848211648194,2.6595912341019736,2.379438643126432,1.4275677459463305,1.1655218082866485,1.5309143705356096,1.494069425815325
18,6.696824650624065,3.279530338251398,3.0691213552254615,2.446824650624065,2.696197004918065,2.485788021892128,2.446824650624065,1.2033591629346145,1.0973183218582003,1.4928378419834503,1.3884697000339277
19,6.365822168627684,2.886414411909989,2.6922415246334324,2.1158221686276844,2.4697477452433225,2.275574857966766,2.1158221686276844,1.1382080157283752,0.9925032035141742,1.3315397295149474,1.2830716544525915
20,6.503259381063888,3.028801535105557,2.8169982290087034,2.2532593810638875,2.528801535105557,2.3169982290087034,2.2532593810638875,1.2271065872729863,1.08227792757023,1.3016949478325703,1.2347203014384738
21,6.556074773998563,3.0253272786332115,2.863822770553333,2.3060747739985628,2.5253272786332115,2.363822770553333,2.3060747739985628,1.1677596957769416,1.0250929504869717,1.35756758285627,1.338729820066361
22,6.719479348864182,3.03822978100526,2.8577220357099677,2.469479348864182,2.53822978100526,2.3577220357099677,2.469479348864182,1.1775479676991818,1.0494760535421856,1.360681813306078,1.308245982167782
23,6.69058231460365,3.099936113621248,3.045143567270328,2.44058231460365,2.5166027802879145,2.461810233936995,2.44058231460365,1.1966435533593875,1.0973432600881043,1.319959226928527,1.3644669738488906
24,6.645354192274897,3.2809728657344914,3.036612903292129,2.3953541922748967,2.6976395324011584,2.453279569958796,2.3953541922748967,1.2893546491577947,1.1366706879400166,1.4082848832433634,1.3166088820187791
25,6.579443747919115,3.0174454084592894,3.0123576316558665,2.3294437479191146,2.350778741792623,2.3456909649892,2.3294437479191146,1.0895980903752076,1.1088122301772874,1.2611806514174153,1.2368787348119126
26,6.560583493740001,2.90392633335516,2.6713192251368194,2.3105834937400007,2.4872596666884936,2.254652558470153,2.3105834937400007,1.1098046585648587,0.9601831224461945,1.377455008123635,1.2944694360239581
27,6.591171039488863,3.125556194588307,2.843657765264061,2.341171039488863,2.625556194588307,2.343657765264061,2.341171039488863,1.2059644391871949,1.0691196238426555,1.4195917554011122,1.2745381414214054
28,6.857673053488925,3.3229081572264345,3.0075072335825093,2.607673053488925,2.7395748238931015,2.4241739002491762,2.607673053488925,1.3509200817642806,1.1198787714461893,1.3886547421288211,1.3042951288029871
29,6.673046930690412,3.419376028681696,3.2595984542898173,2.423046930690412,2.7527093620150294,2.592931787623151,2.423046930690412,1.2800580911236046,1.1286391659011081,1.4726512708914248,1.4642926217220429
30,6.71694916577048,3.2690679599457173,3.044184141622255,2.46694916577048,2.6857346266123843,2.4608508082889213,2.46694916577048,1.2651032155359287,1.0762284633546,1.4206314110764553,1.3846223449343213
