Iteration,Total_delivery_times_tsp,Total_delivery_times_cluster,Total_delivery_times_optimize,Total_travel_times_tsp,Total_travel_times_cluster,Total_travel_times_optimize,Total_truck_times_tsp,Total_truck_times_cluster,Total_truck_times_optimize,Total_drone_times_cluster,Total_drone_times_optimize
13,6.609229764431323,3.2109420987357953,3.032015095256933,2.359229764431323,2.5442754320691288,2.3653484285902664,2.359229764431323,1.299359167419231,1.1385433107571588,1.244916264649898,1.2268051178331076
14,6.604092096250769,2.8450557809427655,2.59694779510167,2.3540920962507683,2.428389114276099,2.1802811284350034,2.3540920962507683,1.1767114259389695,0.9335816050366507,1.2516776883371294,1.2466995233983527
15,6.716256706702757,3.299896679748098,2.961794825360924,2.466256706702757,2.7165633464147647,2.378461492027591,2.466256706702757,1.3738377163675315,1.1038720496156875,1.3427256300472332,1.2745894424119035
16,6.624089060661824,3.2895194674841783,3.2102822484544755,2.3740890606618237,2.622852800817512,2.543615581787809,2.3740890606618237,1.1797647657552448,1.1335790009463762,1.443088035062267,1.4100365808414328
17,6.525228266951025,2.72867856365987,2.6076857786307825,2.2752282669510255,2.3120118969932033,2.191019111964116,2.2752282669510255,1.1169495078717941,1.0338046395950815,1.195062389121409,1.1572144723690347
18,6.57872202773823,3.057746437506509,2.8247456468223673,2.32872202773823,2.557746437506509,2.3247456468223673,2.32872202773823,1.2133985663834503,1.009346549639994,1.344347871123059,1.3153990971823732
19,6.605567559646394,3.273055752050856,3.1371012541785936,2.3555675596463943,2.6063890853841896,2.470434587511927,2.3555675596463943,1.3135425409644754,1.1717927389214329,1.2928465444197144,1.2986418485904945
20,6.598685434900002,3.0249410730879775,2.8206452442899055,2.3486854349000015,2.5249410730879775,2.3206452442899055,2.3486854349000015,1.177333306723726,1.060767302010797,1.3476077663642516,1.2598779422791082
21,6.6819406211002494,3.214192798203208,2.9328364332061314,2.431940621100249,2.630859464869875,2.3495030998727984,2.431940621100249,1.2689586005361941,1.0734907324989145,1.361900864333681,1.2760123673738841
22,6.726862870139791,3.4843294868969754,3.1882960091446835,2.476862870139791,2.817662820230309,2.521629342478017,2.476862870139791,1.2998953107581293,1.0744246496198981,1.5177675094721796,1.4472046928581188
23,6.658743818541367,3.015498555688587,2.830777237398082,2.408743818541367,2.515498555688587,2.330777237398082,2.408743818541367,1.194504740902684,1.0237851961968574,1.320993814785903,1.3069920412012246
24,6.6458519870804516,2.9791594892207773,2.852733815673512,2.395851987080452,2.4791594892207773,2.352733815673512,2.395851987080452,1.1387562830094027,1.0595535660437845,1.3404032062113747,1.2931802496297276
25,6.726707621380343,3.3703764658633903,3.1620508106889162,2.476707621380343,2.703709799196724,2.4953841440222497,2.476707621380343,1.3589733632490408,1.103951375650633,1.3447364359476832,1.3914327683716168
26,6.700603869543601,3.263383503409016,3.1892314563840225,2.450603869543601,2.680050170075683,2.605898123050689,2.450603869543601,1.2618137627114407,1.2017520355253952,1.4182364073642424,1.4041460875252938
27,6.728246225380147,3.145076721972114,2.913209566478762,2.4782462253801465,2.645076721972114,2.413209566478762,2.4782462253801465,1.1976561065672693,1.0132857719466342,1.4474206154048448,1.3999237945321275
28,6.5318179348027074,3.0737240383783186,2.7657377599266173,2.2818179348027074,2.5737240383783186,2.2657377599266173,2.2818179348027074,1.2693843311627808,1.0494706051269662,1.3043397072155376,1.2162671547996509
29,6.8059910520177525,3.5306936556413886,3.2646917525669714,2.5559910520177525,2.864026988974722,2.598025085900305,2.5559910520177525,1.4742728184704688,1.2081420067042674,1.3897541705042533,1.3898830791960375
30,6.780429713515076,3.533706757188809,3.4599856693713527,2.5304297135150766,2.7003734238554755,2.626652336038019,2.5304297135150766,1.4903400993507738,1.2045894764263867,1.2100333245047017,1.4220628596116325
