Iteration,Total_delivery_times_tsp,Total_delivery_times_cluster,Total_delivery_times_optimize,Total_travel_times_tsp,Total_travel_times_cluster,Total_travel_times_optimize,Total_truck_times_tsp,Total_truck_times_cluster,Total_truck_times_optimize,Total_drone_times_cluster,Total_drone_times_optimize
11,6.666971420982794,3.588613295821074,3.463775920209338,2.4169714209827933,3.0052799624877404,2.8804425868760046,2.4169714209827933,1.3051799195611584,1.1509827602446232,1.700100042926582,1.7294598266313814
12,6.586445699511819,3.790485112725424,3.617838137994598,2.336445699511818,3.040485112725424,2.867838137994598,2.336445699511818,1.3777841360317142,1.2889571563937463,1.66270097669371,1.5788809816008518
13,6.558760202495842,3.6485936655110573,3.3927891029957675,2.3087602024958414,3.231926998844391,2.976122436329101,2.3087602024958414,1.140936691732659,0.9649787439141901,2.0909903071117317,2.011143692414911
14,6.715365888229499,3.695660215736306,3.4208303127166846,2.465365888229499,3.2789935490696394,3.004163646050018,2.465365888229499,1.2209401448810464,1.0979757406855104,2.058053404188593,1.9061879053645074
15,6.586445699511819,3.790485112725424,3.617838137994598,2.336445699511818,3.040485112725424,2.867838137994598,2.336445699511818,1.3777841360317142,1.2889571563937463,1.66270097669371,1.5788809816008518
16,6.597218684957911,3.770291780951527,3.5119572754328643,2.3472186849579106,3.270291780951527,3.0119572754328643,2.3472186849579106,1.1099379610560958,0.9849540440474301,2.1603538198954313,2.027003231385434
17,6.734803588690447,3.9031712548200206,3.6304355022315575,2.4848035886904465,3.236504588153354,2.963768835564891,2.4848035886904465,1.2986539182111998,1.1409449391559212,1.9378506699421543,1.8228238964089698
18,6.655120869123328,3.615474359636391,3.4461625239865272,2.4051208691233286,2.9488076929697247,2.7794958573198607,2.4051208691233286,1.2936727553135134,1.1483356854517168,1.655134937656211,1.6311601718681439
19,6.520957123705003,3.7274195237095653,3.486697391812208,2.2709571237050024,3.2274195237095653,2.986697391812208,2.2709571237050024,1.2738323576530246,1.1233653945284812,1.9535871660565407,1.8633319972837268
20,6.547138151115212,3.634030671835629,3.271669413234215,2.2971381511152122,3.050697338502296,2.688336079900882,2.2971381511152122,1.2848116446626563,1.0686395221063312,1.76588569383964,1.619696557794551
21,6.647546345398256,3.7404436420834473,3.6635069876881365,2.397546345398256,3.0737769754167807,2.99684032102147,2.397546345398256,1.3906720201068694,1.2531903437753762,1.6831049553099116,1.7436499772460938
22,6.568021075162266,3.520462237098365,3.3824149836467883,2.318021075162265,3.020462237098365,2.8824149836467883,2.318021075162265,1.1159683480406926,1.069452114729628,1.9044938890576724,1.8129628689171602
23,6.6089141392742246,3.8897745235616834,3.6088527838799993,2.358914139274224,3.223107856895017,2.942186117213333,2.358914139274224,1.3915716654722083,1.2892281602621591,1.8315361914228083,1.6529579569511739
24,6.630811902184386,3.671535911838847,3.4920335718902247,2.3808119021843863,3.2548692451721806,3.075366905223558,2.3808119021843863,1.126523098357921,1.0044386814459636,2.1283461468142595,2.0709282237775946
25,6.711930475228312,3.9948011566510164,3.783629252971716,2.461930475228312,3.4114678233176834,3.200295919638383,2.461930475228312,1.4275345666306978,1.3209445327698677,1.9839332566869854,1.8793513868685152
26,6.617284499675975,3.7122762115055004,3.582639264950055,2.3672844996759745,3.2122762115055004,3.082639264950055,2.3672844996759745,1.2162954625133162,1.0790414232866838,1.9959807489921844,2.0035978416633715
27,6.50000852986591,3.4245635136761003,3.2255162488137374,2.2500085298659096,3.007896847009434,2.808849582147071,2.2500085298659096,1.1239328912294593,0.9351980459939118,1.8839639557799748,1.8736515361531592
28,6.638734807587753,3.611960686541439,3.4540156027828943,2.3887348075877526,3.1952940198747726,3.037348936116228,2.3887348075877526,1.0113755213703508,0.9095960320048582,2.183918498504422,2.1277529041113694
29,6.638734807587753,3.611960686541439,3.4540156027828943,2.3887348075877526,3.1952940198747726,3.037348936116228,2.3887348075877526,1.0113755213703508,0.9095960320048582,2.183918498504422,2.1277529041113694
30,6.7004421782845345,3.7017562745452546,3.374330298798186,2.4504421782845345,3.2017562745452546,2.874330298798186,2.4504421782845345,1.1956396823260278,1.0101400739015354,2.006116592219227,1.8641902248966502
